Date,cluster,cluster_name,avg_consumption,peak_consumption,min_consumption,std_consumption,is_weekend
2008-07-15,3,Moderate Consumption Pattern,0.8026805555555555,4.748,0.152,0.6578363745344029,0
2008-07-16,3,Moderate Consumption Pattern,0.7479597222222222,6.98,0.152,0.9531335080305217,0
2008-07-17,3,Moderate Consumption Pattern,0.9160569444444445,4.764,0.158,0.6917909637652789,0
2008-07-18,3,Moderate Consumption Pattern,0.8761,4.416,0.162,0.6624086198926844,0
2008-07-19,3,Moderate Consumption Pattern,0.9333430555555555,5.376,0.144,0.9883530606178305,1
2008-07-20,3,Moderate Consumption Pattern,0.6538430555555556,4.726,0.142,0.7704699073043275,1
2008-07-21,3,Moderate Consumption Pattern,0.8031097222222223,5.938,0.144,0.7872080407484179,0
2008-07-22,0,Low Consumption Pattern,0.5140569444444444,3.16,0.146,0.4354636704604245,0
2008-07-23,3,Moderate Consumption Pattern,0.6546041666666667,5.886,0.146,0.5974646912116354,0
2008-07-24,3,Moderate Consumption Pattern,0.7593402777777778,4.574,0.15,0.6991294265106615,0
2008-07-25,3,Moderate Consumption Pattern,0.6010652777777777,5.766,0.144,0.6593762218871667,0
2008-07-26,0,Low Consumption Pattern,0.5664472222222222,4.398,0.144,0.5616506052298269,1
2008-07-27,3,Moderate Consumption Pattern,0.7968027777777777,3.896,0.144,0.6948472877497492,1
2008-07-28,0,Low Consumption Pattern,0.573475,5.044,0.15,0.5098540383725066,0
2008-07-29,1,High Consumption Pattern,0.8101097222222222,3.976,0.348,0.6044062729509105,0
2008-07-30,3,Moderate Consumption Pattern,0.9027138888888888,4.392,0.218,0.7617310568721936,0
2008-07-31,3,Moderate Consumption Pattern,0.9671097222222221,5.368,0.15,0.9905769591842105,0
2008-08-01,0,Low Consumption Pattern,0.5135944444444445,4.284,0.138,0.5774805906960728,0
2008-08-02,0,Low Consumption Pattern,0.35123333333333334,2.038,0.134,0.31328493093343224,1
2008-08-03,0,Low Consumption Pattern,0.35054305555555554,1.95,0.132,0.32385256828332826,1
2008-08-04,3,Moderate Consumption Pattern,0.7822923611111111,5.89,0.134,0.9595761898634545,0
2008-08-05,3,Moderate Consumption Pattern,0.5743875,5.796,0.078,0.6944319458609635,0
2008-08-06,0,Low Consumption Pattern,0.22646666666666668,0.976,0.078,0.1907066526897398,0
2008-08-07,0,Low Consumption Pattern,0.23255833333333334,1.05,0.078,0.20379569662403058,0
2008-08-08,0,Low Consumption Pattern,0.2098611111111111,0.976,0.078,0.1701546453996851,0
2008-08-09,0,Low Consumption Pattern,0.24925277777777777,2.696,0.078,0.29058930322234366,1
2008-08-10,0,Low Consumption Pattern,0.24446666666666667,1.064,0.078,0.1823402923378922,1
2008-08-11,0,Low Consumption Pattern,0.258275,1.2,0.078,0.1845719784227877,0
2008-08-12,0,Low Consumption Pattern,0.20068333333333332,0.958,0.076,0.16449688198704773,0
2008-08-13,0,Low Consumption Pattern,0.19623888888888888,0.962,0.078,0.15316209743436818,0
2008-08-14,0,Low Consumption Pattern,0.18767916666666665,0.958,0.078,0.1465069017317554,0
2008-08-15,0,Low Consumption Pattern,0.1900375,1.008,0.078,0.1566798898738968,0
2008-08-16,0,Low Consumption Pattern,0.19084305555555556,1.12,0.08,0.15408935913301516,1
2008-08-17,0,Low Consumption Pattern,0.19083055555555556,1.018,0.08,0.1643526409510946,1
2008-08-18,0,Low Consumption Pattern,0.19010972222222222,0.934,0.08,0.15487268115755273,0
2008-08-19,0,Low Consumption Pattern,0.19075833333333334,0.946,0.078,0.15077798685604393,0
2008-08-20,0,Low Consumption Pattern,0.18643888888888888,0.954,0.08,0.1446495336191891,0
2008-08-21,0,Low Consumption Pattern,0.18145694444444443,0.926,0.078,0.1385925764426089,0
2008-08-22,0,Low Consumption Pattern,0.1855027777777778,1.02,0.078,0.1494064699117356,0
2008-08-23,0,Low Consumption Pattern,0.1768347222222222,1.02,0.078,0.13195610875539568,1
2008-08-24,0,Low Consumption Pattern,0.1768861111111111,0.912,0.078,0.13321016777754052,1
2008-08-25,0,Low Consumption Pattern,0.17381805555555555,0.958,0.078,0.13198870255778647,0
2008-08-26,0,Low Consumption Pattern,0.1788638888888889,0.952,0.078,0.13093670476522506,0
2008-08-27,0,Low Consumption Pattern,0.17924583333333333,1.006,0.078,0.14434645069537733,0
2008-08-28,0,Low Consumption Pattern,0.18628194444444443,1.18,0.076,0.14971925901099586,0
2008-08-29,0,Low Consumption Pattern,0.18582500000000002,0.924,0.078,0.142269317324016,0
2008-08-30,0,Low Consumption Pattern,0.18779444444444443,0.924,0.078,0.14657278893762357,1
2008-08-31,3,Moderate Consumption Pattern,1.0433541666666668,7.52,0.078,1.2530749446062124,1
2008-09-01,3,Moderate Consumption Pattern,0.8663263888888889,4.184,0.142,0.7756496251074141,0
2008-09-02,3,Moderate Consumption Pattern,0.9612180555555555,4.962,0.142,0.933524834575371,0
2008-09-03,3,Moderate Consumption Pattern,0.964226388888889,5.61,0.146,0.866461157178263,0
2008-09-04,3,Moderate Consumption Pattern,0.8508472222222222,7.02,0.144,0.8362856121024993,0
2008-09-05,3,Moderate Consumption Pattern,0.6069166666666667,4.952,0.14,0.6753900877819269,0
2008-09-06,2,Peak-Heavy Pattern,1.2976208333333334,6.0,0.144,1.1476609578014967,1
2008-09-07,3,Moderate Consumption Pattern,0.9532333333333333,6.146,0.168,1.1066377659206188,1
2008-09-08,3,Moderate Consumption Pattern,0.9092527777777778,5.916,0.146,0.9750629922057378,0
2008-09-09,3,Moderate Consumption Pattern,0.8053152777777778,5.02,0.144,0.7420251540890147,0
2008-09-10,3,Moderate Consumption Pattern,0.9033083333333333,5.858,0.142,0.8877148209116242,0
2008-09-11,3,Moderate Consumption Pattern,0.7143847222222222,4.206,0.144,0.6610434477356424,0
2008-09-12,3,Moderate Consumption Pattern,0.9671958333333333,6.29,0.142,0.9433699888751795,0
2008-09-13,3,Moderate Consumption Pattern,1.1329416666666665,6.306,0.144,1.13587229603413,1
2008-09-14,3,Moderate Consumption Pattern,1.0946708333333333,5.128,0.176,1.1188449928923239,1
2008-09-15,1,High Consumption Pattern,1.178963888888889,5.278,0.228,0.8303551414669169,0
2008-09-16,3,Moderate Consumption Pattern,0.8485152777777778,6.788,0.158,0.7421692102661307,0
2008-09-17,3,Moderate Consumption Pattern,1.0550069444444445,5.91,0.152,1.0179163882193512,0
2008-09-18,3,Moderate Consumption Pattern,1.0453402777777778,6.08,0.156,1.0980688339927345,0
2008-09-19,1,High Consumption Pattern,1.0547541666666667,6.296,0.154,0.8978110516616262,0
2008-09-20,3,Moderate Consumption Pattern,0.9059722222222222,4.202,0.15,0.6115869143299517,1
2008-09-21,3,Moderate Consumption Pattern,1.0646319444444443,6.862,0.154,1.1704928836348034,1
2008-09-22,3,Moderate Consumption Pattern,0.9434472222222223,7.318,0.154,1.0931944125450868,0
2008-09-23,3,Moderate Consumption Pattern,0.8561027777777778,5.714,0.158,0.8254373536081833,0
2008-09-24,3,Moderate Consumption Pattern,1.193298611111111,6.412,0.154,1.0172349417675153,0
2008-09-25,3,Moderate Consumption Pattern,0.7855694444444444,5.774,0.146,0.8034056060259926,0
2008-09-26,3,Moderate Consumption Pattern,0.9940625000000001,6.012,0.148,0.9475585123787952,0
2008-09-27,2,Peak-Heavy Pattern,1.4773930555555554,5.688,0.148,1.3074261835855423,1
2008-09-28,3,Moderate Consumption Pattern,1.2021555555555556,5.992,0.164,0.9812601041757206,1
2008-09-29,1,High Consumption Pattern,1.0428736111111112,4.288,0.234,0.7993723567248102,0
2008-09-30,1,High Consumption Pattern,0.9548652777777779,5.532,0.23,1.0174502782461603,0
2008-10-01,2,Peak-Heavy Pattern,1.3002527777777777,6.254,0.232,1.1252265805304449,0
2008-10-02,1,High Consumption Pattern,0.9342652777777778,6.048,0.22,0.824419591425881,0
2008-10-03,1,High Consumption Pattern,1.1198472222222222,4.7,0.226,1.1145981910275535,0
2008-10-04,1,High Consumption Pattern,1.4586777777777777,5.57,0.244,0.9101890365968661,1
2008-10-05,1,High Consumption Pattern,1.0763541666666667,5.698,0.24,1.043441312685796,1
2008-10-06,1,High Consumption Pattern,0.9887374999999999,6.052,0.246,0.830971723170007,0
2008-10-07,1,High Consumption Pattern,1.1990055555555554,6.536,0.25,0.9684289305038339,0
2008-10-08,1,High Consumption Pattern,1.2920666666666667,5.112,0.248,0.9498973638276982,0
2008-10-09,1,High Consumption Pattern,1.3775569444444444,6.486,0.25,1.142597030071213,0
2008-10-10,1,High Consumption Pattern,1.0544013888888888,5.952,0.236,0.7287362522634003,0
2008-10-11,1,High Consumption Pattern,1.1592958333333334,6.362,0.232,0.9004047557052297,1
2008-10-12,2,Peak-Heavy Pattern,1.3249583333333335,8.22,0.236,1.5039901853942848,1
2008-10-13,1,High Consumption Pattern,1.015261111111111,6.784,0.238,0.8930803522149139,0
2008-10-14,1,High Consumption Pattern,1.1174,5.592,0.236,0.8921924777609234,0
2008-10-15,2,Peak-Heavy Pattern,1.4978444444444445,6.496,0.292,1.0928153659303974,0
2008-10-16,1,High Consumption Pattern,1.0997777777777777,4.376,0.288,0.8310740160031896,0
2008-10-17,2,Peak-Heavy Pattern,1.296448611111111,6.246,0.244,1.274830651985583,0
2008-10-18,2,Peak-Heavy Pattern,1.5549930555555556,7.146,0.238,1.3788905572303445,1
2008-10-19,2,Peak-Heavy Pattern,1.3693986111111112,10.29,0.252,1.6032415450703705,1
2008-10-20,1,High Consumption Pattern,1.158023611111111,6.124,0.24,0.9803587844308416,0
2008-10-21,1,High Consumption Pattern,1.433136111111111,6.156,0.246,1.1771476383274488,0
2008-10-22,1,High Consumption Pattern,1.1430625,5.174,0.242,0.8952353107162179,0
2008-10-23,1,High Consumption Pattern,1.2711763888888887,6.974,0.228,1.204148318305914,0
2008-10-24,2,Peak-Heavy Pattern,1.4814069444444444,7.978,0.24,1.625151076214633,0
2008-10-25,1,High Consumption Pattern,1.0297864661654135,5.056,0.198,0.7615798494480539,1
2008-10-26,0,Low Consumption Pattern,0.36353611111111106,1.518,0.2,0.29275803123421734,1
2008-10-27,0,Low Consumption Pattern,0.36381388888888894,1.538,0.198,0.2950798458770487,0
2008-10-28,3,Moderate Consumption Pattern,0.9217291666666666,5.018,0.198,1.0628726577396446,0
2008-10-29,1,High Consumption Pattern,1.1198444444444444,5.042,0.66,0.6982423824922951,0
2008-10-30,0,Low Consumption Pattern,0.7629166666666666,2.626,0.2,0.38274180564000654,0
2008-10-31,0,Low Consumption Pattern,0.892938888888889,3.178,0.192,0.6655026673826441,0
2008-11-01,0,Low Consumption Pattern,0.5767347222222222,1.672,0.418,0.28722336924195396,1
2008-11-02,0,Low Consumption Pattern,0.6323708333333333,2.29,0.418,0.36750317511735064,1
2008-11-03,0,Low Consumption Pattern,0.5886111111111111,2.682,0.25,0.3870510434437171,0
2008-11-04,2,Peak-Heavy Pattern,1.0849416666666667,7.816,0.25,1.4735210088008064,0
2008-11-05,2,Peak-Heavy Pattern,2.177034722222222,8.862,0.258,1.657537833893385,0
2008-11-06,1,High Consumption Pattern,1.1030819444444444,6.71,0.212,0.9027572459537493,0
2008-11-07,1,High Consumption Pattern,1.1244333333333334,4.724,0.258,0.7829975977498278,0
2008-11-08,1,High Consumption Pattern,1.2035680555555555,5.978,0.256,1.0288044240611158,1
2008-11-09,2,Peak-Heavy Pattern,1.7906513888888889,5.638,0.252,1.3258398167180727,1
2008-11-10,1,High Consumption Pattern,1.4296809116809117,5.672,0.262,1.0020181833711592,0
2008-11-11,2,Peak-Heavy Pattern,1.7055208333333332,5.348,0.258,1.0956173204991606,0
2008-11-12,1,High Consumption Pattern,1.5209125000000001,7.072,0.268,0.7937420563830981,0
2008-11-13,1,High Consumption Pattern,0.8600416666666667,5.828,0.254,0.7556821297589151,0
2008-11-14,1,High Consumption Pattern,1.1262069444444445,4.898,0.256,0.8402531627879126,0
2008-11-15,2,Peak-Heavy Pattern,2.105297222222222,7.732,0.256,1.6591680243008327,1
2008-11-16,2,Peak-Heavy Pattern,1.642661111111111,6.466,0.22,1.2431990752364115,1
2008-11-17,1,High Consumption Pattern,1.0580805555555555,5.094,0.212,0.7426161138858274,0
2008-11-18,1,High Consumption Pattern,1.2146180555555555,7.71,0.26,0.9932926684404704,0
2008-11-19,1,High Consumption Pattern,1.2779430555555555,5.804,0.258,1.0396073159230592,0
2008-11-20,1,High Consumption Pattern,1.1752333333333334,5.254,0.282,1.0059708532603966,0
2008-11-21,1,High Consumption Pattern,1.162451388888889,4.628,0.26,0.8117383771325669,0
2008-11-22,1,High Consumption Pattern,1.18845,7.366,0.258,1.0527189180879895,1
2008-11-23,2,Peak-Heavy Pattern,2.366253472222222,8.556,0.256,1.9776590917824257,1
2008-11-24,2,Peak-Heavy Pattern,2.231248611111111,7.73,0.64,0.9549652340950663,0
2008-11-25,2,Peak-Heavy Pattern,1.8769791666666666,6.734,0.21,1.129893904683472,0
2008-11-26,1,High Consumption Pattern,1.0527458333333333,5.956,0.204,0.9700763325728893,0
2008-11-27,2,Peak-Heavy Pattern,1.6404291666666666,7.468,0.204,1.2398149615281484,0
2008-11-28,1,High Consumption Pattern,1.3096972222222223,5.07,0.204,1.0523510024587217,0
2008-11-29,2,Peak-Heavy Pattern,1.6907416666666668,8.114,0.194,1.3906735230604943,1
2008-11-30,2,Peak-Heavy Pattern,1.6676305555555555,10.348,0.21,1.4811489228493495,1
2008-12-01,1,High Consumption Pattern,1.1225958333333332,5.932,0.276,0.8786825016409869,0
2008-12-02,1,High Consumption Pattern,1.2454472222222222,6.366,0.292,0.8544978409004131,0
2008-12-03,1,High Consumption Pattern,1.218863888888889,5.88,0.264,0.9485643580870484,0
2008-12-04,1,High Consumption Pattern,1.2073874999999998,4.726,0.262,0.9388219222251101,0
2008-12-05,1,High Consumption Pattern,1.4295958333333334,6.13,0.256,0.9534950159808637,0
2008-12-06,2,Peak-Heavy Pattern,1.7526638888888888,7.494,0.206,1.4411805014948578,1
2008-12-07,2,Peak-Heavy Pattern,1.7130138888888888,4.996,0.236,1.173195928391704,1
2008-12-08,1,High Consumption Pattern,1.297663888888889,5.512,0.204,0.8743159078312274,0
2008-12-09,2,Peak-Heavy Pattern,1.3910722222222223,7.136,0.206,1.182251930790917,0
2008-12-10,2,Peak-Heavy Pattern,1.5335768025078371,6.07,0.208,1.2895974272201483,0
2008-12-11,1,High Consumption Pattern,0.9948069444444444,5.614,0.212,0.9183452238646235,0
2008-12-12,1,High Consumption Pattern,1.2607875,5.202,0.21,0.9088663225900884,0
2008-12-13,1,High Consumption Pattern,1.2677597222222223,6.434,0.206,1.1465137587798493,1
2008-12-14,1,High Consumption Pattern,1.390361111111111,6.006,0.264,1.2184016016797719,1
2008-12-15,1,High Consumption Pattern,1.2468402777777778,4.94,0.264,0.9162021389740687,0
2008-12-16,1,High Consumption Pattern,1.2479791666666666,6.164,0.268,0.9158640616449516,0
2008-12-17,1,High Consumption Pattern,1.4574902777777778,4.936,0.268,1.1529595786659002,0
2008-12-18,1,High Consumption Pattern,1.2062083333333333,5.266,0.214,0.8698646007040564,0
2008-12-19,1,High Consumption Pattern,1.3070222222222223,5.238,0.226,0.9901947946055838,0
2008-12-20,2,Peak-Heavy Pattern,1.5584458333333333,6.224,0.218,1.2448241332998509,1
2008-12-21,2,Peak-Heavy Pattern,1.8358402777777778,7.212,0.208,1.56020224791137,1
2008-12-22,1,High Consumption Pattern,1.3998666666666666,5.388,0.216,0.9833051123577465,0
2008-12-23,1,High Consumption Pattern,1.2486722222222222,6.8,0.21,1.0492301626348177,0
2008-12-24,1,High Consumption Pattern,0.8816930555555555,3.878,0.208,0.6745603650694976,0
2008-12-25,0,Low Consumption Pattern,0.7368874999999999,4.814,0.2,0.6394412333272562,0
2008-12-26,1,High Consumption Pattern,0.8498138888888889,4.11,0.204,0.7376803105205455,0
2008-12-27,1,High Consumption Pattern,2.064002777777778,5.548,0.61,0.7419553678535185,1
2008-12-28,1,High Consumption Pattern,1.0907236111111112,4.08,0.2,0.8188911509857516,1
2008-12-29,0,Low Consumption Pattern,0.38560972222222223,2.478,0.2,0.37008064469062346,0
2008-12-30,0,Low Consumption Pattern,0.8300263888888889,4.14,0.2,0.7423732032447798,0
2008-12-31,1,High Consumption Pattern,1.3640194444444445,6.026,0.204,1.1260182813252957,0
2009-01-01,3,Moderate Consumption Pattern,0.9768694444444445,8.584,0.204,1.0124220264266548,0
2009-01-02,2,Peak-Heavy Pattern,1.616326388888889,7.6,0.218,1.3604473129494872,0
2009-01-03,2,Peak-Heavy Pattern,1.3288166666666668,6.698,0.204,1.2232226247560498,1
2009-01-04,1,High Consumption Pattern,1.3472180555555555,5.274,0.268,1.234266433385732,1
2009-01-05,1,High Consumption Pattern,1.113888888888889,5.53,0.274,1.0064418966482145,0
2009-01-06,1,High Consumption Pattern,1.1735152777777778,6.038,0.268,0.8027971433773252,0
2009-01-07,1,High Consumption Pattern,1.4446333333333332,6.256,0.278,1.1926998654339889,0
2009-01-08,1,High Consumption Pattern,1.1342152777777779,5.254,0.26,0.9925408424943433,0
2009-01-09,1,High Consumption Pattern,1.2421541666666667,5.512,0.21,1.0413167727009909,0
2009-01-10,2,Peak-Heavy Pattern,1.4603805555555556,8.78,0.206,1.4700336519186026,1
2009-01-11,2,Peak-Heavy Pattern,1.3722138888888888,6.418,0.21,1.466920894404108,1
2009-01-12,1,High Consumption Pattern,1.1036652777777778,4.552,0.208,0.702801396627865,0
2009-01-13,1,High Consumption Pattern,1.5156944444444445,6.876,0.258,0.9523567408004877,0
2009-01-14,1,High Consumption Pattern,1.2372076388888888,5.694,0.208,1.0782868896271935,0
2009-01-15,1,High Consumption Pattern,1.0861583333333333,5.348,0.204,1.0376146282113838,0
2009-01-16,2,Peak-Heavy Pattern,1.9212180555555556,8.108,0.256,1.7951915288091396,0
2009-01-17,2,Peak-Heavy Pattern,2.304041666666667,6.738,0.3,1.0700593417133688,1
2009-01-18,2,Peak-Heavy Pattern,2.1904125,7.594,0.212,1.7308867653382793,1
2009-01-19,1,High Consumption Pattern,1.1804625,6.15,0.214,1.0682418436551664,0
2009-01-20,1,High Consumption Pattern,1.206963888888889,5.848,0.2,0.7598860481679435,0
2009-01-21,1,High Consumption Pattern,1.2079402777777777,6.08,0.206,1.0028567474552545,0
2009-01-22,1,High Consumption Pattern,0.859275,3.43,0.256,0.6741768960839158,0
2009-01-23,1,High Consumption Pattern,1.326761111111111,5.952,0.266,0.9829697192448027,0
2009-01-24,2,Peak-Heavy Pattern,1.5283125,8.556,0.214,1.560286547197065,1
2009-01-25,2,Peak-Heavy Pattern,1.9747666666666668,9.59,0.212,1.2931214916692149,1
2009-01-26,1,High Consumption Pattern,1.1628277777777778,4.316,0.21,0.8503512405508596,0
2009-01-27,1,High Consumption Pattern,0.9896041666666666,5.12,0.288,0.8147738894190731,0
2009-01-28,2,Peak-Heavy Pattern,1.8900930555555555,6.87,0.214,1.4120894713660495,0
2009-01-29,1,High Consumption Pattern,1.0928458333333333,4.608,0.218,0.7163485151224493,0
2009-01-30,1,High Consumption Pattern,1.4298875,5.46,0.23,0.9993562659703795,0
2009-01-31,2,Peak-Heavy Pattern,2.3005916666666666,7.164,0.222,1.724500682666441,1
2009-02-01,1,High Consumption Pattern,1.282707462686567,6.56,0.212,1.125625804972304,1
2009-02-02,1,High Consumption Pattern,1.1134027777777777,7.17,0.206,0.9666759269443741,0
2009-02-03,1,High Consumption Pattern,1.2974930555555557,6.102,0.212,0.7941485525452824,0
2009-02-04,2,Peak-Heavy Pattern,1.708975,7.918,0.208,1.3545102767107684,0
2009-02-05,1,High Consumption Pattern,1.1452,6.066,0.214,0.7932188478933361,0
2009-02-06,1,High Consumption Pattern,1.4224972222222223,5.702,0.254,0.9581105319920918,0
2009-02-07,2,Peak-Heavy Pattern,2.1746777777777777,6.442,0.21,1.5687035875016366,1
2009-02-08,2,Peak-Heavy Pattern,1.5158791666666667,6.266,0.214,1.261267707508393,1
2009-02-09,1,High Consumption Pattern,1.1851652777777777,6.098,0.214,0.9515104150528545,0
2009-02-10,1,High Consumption Pattern,1.349876388888889,4.77,0.214,0.7768819835717313,0
2009-02-11,2,Peak-Heavy Pattern,1.8329097222222221,7.852,0.216,1.6755869228339433,0
2009-02-12,1,High Consumption Pattern,1.3671250000000001,5.844,0.222,0.9859606708210202,0
2009-02-13,1,High Consumption Pattern,1.173626388888889,5.406,0.214,0.8931490474634486,0
2009-02-14,2,Peak-Heavy Pattern,1.621747222222222,6.286,0.212,1.0924312166374295,1
2009-02-15,1,High Consumption Pattern,1.1014111111111111,4.28,0.198,0.7121526355971188,1
2009-02-16,1,High Consumption Pattern,0.9159680555555555,4.422,0.204,0.7732445736155028,0
2009-02-17,0,Low Consumption Pattern,0.5453362573099415,2.586,0.198,0.5067626623898203,0
2009-02-18,0,Low Consumption Pattern,0.5739236111111111,1.582,0.198,0.42602439645811374,0
2009-02-19,0,Low Consumption Pattern,0.5119916666666667,2.764,0.284,0.4281988002997904,0
2009-02-20,1,High Consumption Pattern,1.3060666666666667,6.322,0.218,1.07410654165283,0
2009-02-21,0,Low Consumption Pattern,0.9140166666666667,3.71,0.228,0.7329999851154774,1
2009-02-22,2,Peak-Heavy Pattern,1.5544986111111112,11.122,0.198,1.8630944120052861,1
2009-02-23,2,Peak-Heavy Pattern,1.8983722222222221,7.694,0.234,1.1071642873575998,0
2009-02-24,1,High Consumption Pattern,1.2382944444444444,4.846,0.22,0.8101170786599872,0
2009-02-25,1,High Consumption Pattern,0.8123916666666667,6.29,0.206,0.8090030907014005,0
2009-02-26,0,Low Consumption Pattern,0.8033694444444445,2.884,0.208,0.6341299706176556,0
2009-02-27,1,High Consumption Pattern,1.4089708333333333,5.106,0.208,0.928878812894597,0
2009-02-28,1,High Consumption Pattern,1.1324652777777777,6.788,0.268,1.0597681929733531,1
2009-03-01,2,Peak-Heavy Pattern,1.7170284722222224,6.714,0.256,1.6382224153948228,1
2009-03-02,1,High Consumption Pattern,1.0260013888888888,4.578,0.264,0.816405295591209,0
2009-03-03,1,High Consumption Pattern,1.2839944444444444,8.31,0.258,0.93948497118791,0
2009-03-04,1,High Consumption Pattern,1.2792569444444446,4.992,0.254,1.0105539969599624,0
2009-03-05,1,High Consumption Pattern,1.0012583333333334,5.194,0.298,0.7535963457501669,0
2009-03-06,1,High Consumption Pattern,1.238523611111111,5.726,0.26,0.9082167795695075,0
2009-03-07,1,High Consumption Pattern,1.1781013888888887,5.468,0.254,0.8699515044023831,1
2009-03-08,2,Peak-Heavy Pattern,1.6369208333333334,7.854,0.208,1.4638998831704613,1
2009-03-09,1,High Consumption Pattern,1.170525,4.758,0.22,0.8877919745427663,0
2009-03-10,1,High Consumption Pattern,1.2751458333333334,5.542,0.268,0.7818418985040573,0
2009-03-11,2,Peak-Heavy Pattern,1.6707666666666667,7.64,0.22,1.221433339758922,0
2009-03-12,1,High Consumption Pattern,1.3105972222222222,5.602,0.214,0.8801650195854178,0
2009-03-13,1,High Consumption Pattern,1.0038333333333334,5.656,0.206,0.7431010320608461,0
2009-03-14,1,High Consumption Pattern,1.4923805555555554,5.88,0.212,1.0030924052610475,1
2009-03-15,2,Peak-Heavy Pattern,1.3486541666666665,7.166,0.214,1.1261704280707934,1
2009-03-16,1,High Consumption Pattern,0.9292534722222222,4.322,0.214,0.797913050348008,0
2009-03-17,2,Peak-Heavy Pattern,1.3416041666666667,7.88,0.21,1.1083166816549352,0
2009-03-18,1,High Consumption Pattern,1.0074166666666666,5.724,0.212,0.7833757805935604,0
2009-03-19,1,High Consumption Pattern,0.8274527777777777,4.296,0.214,0.5557656707127561,0
2009-03-20,1,High Consumption Pattern,1.016601388888889,6.028,0.214,0.8487459756607351,0
2009-03-21,2,Peak-Heavy Pattern,1.3402930555555554,7.502,0.212,1.2363190293818924,1
2009-03-22,3,Moderate Consumption Pattern,1.1730347222222224,5.182,0.218,1.070705811213013,1
2009-03-23,1,High Consumption Pattern,0.9003125000000001,5.12,0.262,0.7852827287826922,0
2009-03-24,1,High Consumption Pattern,1.1539666666666666,5.848,0.222,1.0191091991019576,0
2009-03-25,1,High Consumption Pattern,1.2769263888888889,6.584,0.196,1.0568836722799313,0
2009-03-26,1,High Consumption Pattern,0.8409749999999999,3.638,0.21,0.7039188226600185,0
2009-03-27,1,High Consumption Pattern,1.1902263888888889,5.226,0.264,0.9032954238739813,0
2009-03-28,2,Peak-Heavy Pattern,1.5701222222222222,6.856,0.264,1.1898637697113812,1
2009-03-29,1,High Consumption Pattern,1.5393402777777778,5.512,0.214,1.0109385703865137,1
2009-03-30,1,High Consumption Pattern,1.0260083333333334,4.554,0.262,0.8126799221966947,0
2009-03-31,1,High Consumption Pattern,1.2663069444444444,7.096,0.216,1.1028215617374588,0
2009-04-01,1,High Consumption Pattern,1.1396805555555556,4.232,0.212,1.0347179588573405,0
2009-04-02,1,High Consumption Pattern,1.1418986111111111,4.76,0.264,0.8238125732232487,0
2009-04-03,1,High Consumption Pattern,0.9467083333333334,5.736,0.262,0.7223003546262864,0
2009-04-04,2,Peak-Heavy Pattern,1.5216888888888889,5.124,0.296,1.063410066978179,1
2009-04-05,1,High Consumption Pattern,0.9553583333333333,6.502,0.264,0.9694261167824646,1
2009-04-06,1,High Consumption Pattern,1.0087736111111112,4.308,0.268,0.7252330473957322,0
2009-04-07,1,High Consumption Pattern,1.0000638888888889,5.762,0.266,0.8758734324756198,0
2009-04-08,1,High Consumption Pattern,1.0656944444444443,5.318,0.27,0.8612341491103642,0
2009-04-09,1,High Consumption Pattern,1.3128277777777777,6.308,0.256,1.1600673164937483,0
2009-04-10,1,High Consumption Pattern,1.2792458333333334,5.314,0.254,0.9907453175300822,0
2009-04-11,2,Peak-Heavy Pattern,1.7100319444444443,6.968,0.256,1.3150467795235805,1
2009-04-12,2,Peak-Heavy Pattern,1.486813888888889,7.972,0.258,1.481480240855753,1
2009-04-13,1,High Consumption Pattern,1.1110027777777778,6.272,0.314,1.0788538830002874,0
2009-04-14,1,High Consumption Pattern,1.0427347222222223,6.254,0.31,0.9188598891802426,0
2009-04-15,1,High Consumption Pattern,0.8444875,4.718,0.306,0.7656577698635775,0
2009-04-16,1,High Consumption Pattern,1.0864749999999999,6.188,0.306,0.940645251568371,0
2009-04-17,2,Peak-Heavy Pattern,1.4186180555555554,7.454,0.3,1.1003070384333458,0
2009-04-18,1,High Consumption Pattern,1.0501847222222223,6.32,0.29,0.8121457140076649,1
2009-04-19,1,High Consumption Pattern,0.8933805555555556,6.322,0.244,0.8499241021813461,1
2009-04-20,1,High Consumption Pattern,1.0322986111111112,6.042,0.256,0.7661930490824618,0
2009-04-21,1,High Consumption Pattern,1.3156930555555555,6.72,0.252,0.9224972498854683,0
2009-04-22,1,High Consumption Pattern,1.0390263888888889,4.494,0.26,0.796487500484179,0
2009-04-23,1,High Consumption Pattern,0.7926805555555556,5.716,0.302,0.7820254830814091,0
2009-04-24,1,High Consumption Pattern,0.8292,3.274,0.312,0.5512628035036965,0
2009-04-25,1,High Consumption Pattern,1.404363888888889,6.12,0.26,1.1073233387752657,1
2009-04-26,1,High Consumption Pattern,1.2372402777777778,7.016,0.286,1.046067928195302,1
2009-04-27,1,High Consumption Pattern,0.9386305555555555,6.02,0.302,0.9078168711128396,0
2009-04-28,1,High Consumption Pattern,1.1849902777777777,6.134,0.304,0.8594813633482343,0
2009-04-29,1,High Consumption Pattern,1.1560277777777779,5.594,0.302,0.8793160550858161,0
2009-04-30,1,High Consumption Pattern,1.2741402777777777,4.278,0.302,0.8322055726347396,0
2009-05-01,1,High Consumption Pattern,1.0505569444444445,4.738,0.252,0.6615026029932841,0
2009-05-02,1,High Consumption Pattern,0.9679930555555556,5.726,0.252,0.7448225947556114,1
