recommendation_id,Datetime,Actual,Predicted_LSTM,Predicted_XGBoost,actual_high_demand,actual_peak,actual_extreme_peak,pred_peak_lstm,pred_peak_xgboost,is_anomaly,severity,direction,methods_agree,cluster,cluster_name,recommendation_type,priority,recommendation,reason,supporting_signals
REC02686,2010-08-08 15:00:00,0.3132666666666666,0.3284910720132291,0.3201918253333333,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02687,2010-08-08 16:00:00,0.2300666666666666,0.2522317768156528,0.2355228623333333,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02688,2010-08-08 17:00:00,0.2929666666666666,0.3098983889680355,0.29855537,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02689,2010-08-08 18:00:00,0.2939,0.3123781346343457,0.3016514376666667,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02690,2010-08-08 19:00:00,0.3342,0.3534779832925647,0.3401121068333333,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02691,2010-08-08 20:00:00,0.2095333333333333,0.2303108456179499,0.2122148858333333,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02692,2010-08-08 21:00:00,0.3331,0.3477585062850267,0.338184669,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02693,2010-08-08 22:00:00,0.2691333333333333,0.2959097576726227,0.2730315655,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02694,2010-08-08 23:00:00,0.3132333333333333,0.3368773955486714,0.3144336995,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02695,2010-08-09 00:00:00,0.2829666666666666,0.2986192385703325,0.2892545405,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02696,2010-08-09 01:00:00,0.8472666666666666,0.8355105148147791,0.8446088583333334,False,False,False,False,False,False,none,higher,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02697,2010-08-09 02:00:00,0.6601666666666667,0.6872011283420026,0.6569774053333333,False,False,False,False,False,False,none,higher,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02698,2010-08-09 03:00:00,0.3196,0.3309772603284567,0.3226060355,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02699,2010-08-09 04:00:00,0.2962999999999999,0.3109827490538358,0.3009235349999999,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02700,2010-08-09 05:00:00,0.2851333333333333,0.2962703574098647,0.2882398694999999,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02701,2010-08-09 06:00:00,0.3177666666666666,0.3326729601740837,0.3219088991666667,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02702,2010-08-09 07:00:00,0.2921666666666667,0.3106673692502081,0.2987268465,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02703,2010-08-09 08:00:00,0.2481,0.267012648865953,0.24944506,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02704,2010-08-09 09:00:00,0.3048,0.3196628989409655,0.3103820751666666,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02705,2010-08-09 10:00:00,0.2981333333333333,0.3163237571291625,0.3005227913333333,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02706,2010-08-09 11:00:00,0.2754666666666666,0.2970209273803979,0.2813399876666667,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02707,2010-08-09 12:00:00,0.3330333333333333,0.3479133184611797,0.3390980145,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02708,2010-08-09 13:00:00,1.0964666666666667,1.11165910955742,1.1012639626666667,False,False,False,False,False,False,none,higher,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02709,2010-08-09 14:00:00,0.3942333333333333,0.4264668783843517,0.3988291813333333,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02710,2010-08-09 15:00:00,0.2846,0.3052577175419777,0.2906083956666666,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02711,2010-08-09 16:00:00,0.3208666666666666,0.3397421062905341,0.3268724448333333,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02712,2010-08-09 17:00:00,0.2699,0.2919868236716836,0.2719664546666667,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02713,2010-08-09 18:00:00,0.3022333333333333,0.3162654420349746,0.3066130735,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02714,2010-08-09 19:00:00,0.2678,0.2987656089149414,0.2717996198333333,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02715,2010-08-09 20:00:00,0.3087999999999999,0.3344948163304477,0.3144383006666666,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02716,2010-08-09 21:00:00,0.3081333333333333,0.3272840992793441,0.3095085868333333,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02717,2010-08-09 22:00:00,0.3135666666666666,0.3361654842149466,0.3198732325,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02718,2010-08-09 23:00:00,0.2902333333333333,0.3094266662247478,0.2900968016666667,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02719,2010-08-10 00:00:00,0.3537666666666667,0.3501594676960259,0.3557456601666667,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02720,2010-08-10 01:00:00,1.249,1.2621671394735576,1.2428266891666666,False,False,False,False,False,False,none,higher,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02721,2010-08-10 02:00:00,0.2903666666666666,0.3038416344203055,0.2959203163333333,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02722,2010-08-10 03:00:00,0.2619333333333333,0.2821037474237382,0.2651148411666666,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02723,2010-08-10 04:00:00,0.2945,0.3110881083786487,0.2959485248333333,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02724,2010-08-10 05:00:00,0.3137333333333333,0.3284314154434949,0.31349878,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02725,2010-08-10 06:00:00,0.2842,0.3026797033052891,0.2877135288333333,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02726,2010-08-10 07:00:00,0.3331666666666666,0.3521153218969702,0.3389745841666666,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02727,2010-08-10 08:00:00,0.2579666666666667,0.2777872275151312,0.2612096946666666,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02728,2010-08-10 09:00:00,0.3389666666666667,0.352796780501306,0.342448065,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02729,2010-08-10 10:00:00,0.2587333333333333,0.27847738513574,0.2649924266666666,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02730,2010-08-10 11:00:00,0.2741999999999999,0.2998817865237593,0.2758207263333333,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02731,2010-08-10 12:00:00,0.4379,0.4417973720319569,0.4402332556666666,False,False,False,False,False,False,none,higher,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02732,2010-08-10 13:00:00,1.1548666666666667,1.1778818619213998,1.156827017,False,False,False,False,False,False,none,higher,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02733,2010-08-10 14:00:00,0.2911,0.3150951719623059,0.2970373618333333,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02734,2010-08-10 15:00:00,0.3003666666666666,0.3203127745747566,0.3035826865,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02735,2010-08-10 16:00:00,0.3249,0.343960830162838,0.3247920904999999,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02736,2010-08-10 17:00:00,0.2845,0.3068318115320056,0.2870763209999999,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02737,2010-08-10 18:00:00,0.3223333333333333,0.3440716068267822,0.3270310176666667,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02738,2010-08-10 19:00:00,0.2620333333333333,0.2751639473944902,0.2620085823333333,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02739,2010-08-10 20:00:00,0.2996999999999999,0.335011104729399,0.3042880361666666,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02740,2010-08-10 21:00:00,0.2843,0.3054008459873497,0.2878644548333333,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02741,2010-08-10 22:00:00,0.3303,0.353619492502883,0.3395571768333333,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02742,2010-08-10 23:00:00,0.2764666666666667,0.3010322561156004,0.2762377773333334,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02743,2010-08-11 00:00:00,0.4366333333333333,0.4344507379952818,0.439917279,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02744,2010-08-11 01:00:00,1.1349333333333331,1.15397848636508,1.1401887376666666,False,False,False,False,False,False,none,higher,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02745,2010-08-11 02:00:00,0.3216,0.3364272920966148,0.3281977671666666,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02746,2010-08-11 03:00:00,0.2757666666666666,0.291932506942749,0.2750124158333333,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02747,2010-08-11 04:00:00,0.327,0.3436373473256826,0.3333792656666666,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02748,2010-08-11 05:00:00,0.2411333333333333,0.2615774446547031,0.2453772056666666,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02749,2010-08-11 06:00:00,0.2839,0.3028159309700131,0.2902768508333333,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02750,2010-08-11 07:00:00,0.3261,0.3426699699427932,0.3328221615,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02751,2010-08-11 08:00:00,0.2825666666666667,0.3056555658578872,0.2862669581666666,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02752,2010-08-11 09:00:00,0.3212,0.3372933174356818,0.3249895673333333,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02753,2010-08-11 10:00:00,0.2798,0.3007432867832482,0.287887154,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02754,2010-08-11 11:00:00,0.3235,0.347987131164223,0.3278142723333334,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02755,2010-08-11 12:00:00,0.4844333333333333,0.4958821848087013,0.4891011901666667,False,False,False,False,False,False,none,higher,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02756,2010-08-11 13:00:00,1.0255666666666667,1.0554266300939024,1.0304973441666667,False,False,False,False,False,False,none,higher,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02757,2010-08-11 14:00:00,0.2878,0.3135439852446317,0.2940275213333334,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02758,2010-08-11 15:00:00,0.3007666666666667,0.3217327881649136,0.3067599075,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02759,2010-08-11 16:00:00,0.2864666666666666,0.3089961376167833,0.290904709,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02760,2010-08-11 17:00:00,0.3285,0.3521158527262508,0.3334423199999999,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02761,2010-08-11 18:00:00,0.2832,0.3082000582940876,0.2853366176666666,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02762,2010-08-11 19:00:00,0.3189333333333333,0.3340290952499956,0.3216339698333333,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02763,2010-08-11 20:00:00,0.2576666666666666,0.2895232868157327,0.2615535401666666,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02764,2010-08-11 21:00:00,0.2954666666666667,0.3209407984223216,0.3004233561666666,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02765,2010-08-11 22:00:00,0.3141666666666666,0.333598126341775,0.3145631646666667,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02766,2010-08-11 23:00:00,0.2962666666666667,0.327331095502153,0.3079414606666666,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02767,2010-08-12 00:00:00,0.6167333333333332,0.6100219594955444,0.622105398,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02768,2010-08-12 01:00:00,0.9415,0.9686367463707924,0.9457853413333334,False,False,False,False,False,False,none,higher,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02769,2010-08-12 02:00:00,0.2776333333333333,0.2930734078910201,0.28478,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02770,2010-08-12 03:00:00,0.2701333333333333,0.2908262072850018,0.2755019509999999,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02771,2010-08-12 04:00:00,0.3089,0.3248999433472752,0.3121832276666667,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02772,2010-08-12 05:00:00,0.2885999999999999,0.3073855254527181,0.2941601613333333,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02773,2010-08-12 06:00:00,0.3115333333333333,0.3308065897990018,0.3163165608333333,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02774,2010-08-12 07:00:00,0.2803666666666666,0.301163912750408,0.2838298458333333,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
REC02775,2010-08-12 08:00:00,0.2598666666666667,0.2826850528080016,0.2617305696666666,False,False,False,False,False,False,none,lower,0,0.0,Low Consumption Pattern,Normal Operation,LOW,Maintain the current consumption pattern and continue monitoring.,"No significant peak, anomaly, high forecast, or high-risk consumption pattern was identified.",No Significant Risk Signal
